18, reasoning
23, you
28, I
29, I
30, I
34, I
35, I
36,it
38,something
41, This
41, me
43, Swear
44, @idiot
47, API
51, This
58,hell
60, this
62, That
63, debugging
64, recommendation
67, This
71,error
75,suck
78, HTML
79, food
80,bug
82, Tabs
93, Sorry
113, which
118, test
121, guys
121, this
122, this
126, it
131, you
132, I
140, I
141, I
142, I
147, I
149, I
151, me
152, people
153, comment
154, I
155,mistake
158, I
162, comment
163, requests
168, this
169, comment
171, close
172, I
173, he
173, she
174, autodetection
175, It
186,mistake
189, This
199, It
206, that
208, it
209, message
210, I
211, I
213, answer
214,problem
224,failures
226, error
227, which
231, this
237, This
239, They
240,failures
244,something
246, help
247, formatting
249, it
252, It
253,errors
255,nasty
256, This
263, it
264, It
267, That
272, This
278, issue
280,mistake
287,annoying
290, fix
293, that
295,me
297, typo
300, it
303, behavior
305, bug
306,Maven
307, example
311, which
312,unqualified
320, bug
323, It
324, fix
326, this
330,mistake
332, bug
333, it
337, Most
339, this
339, It
340,bug
341, one
343, this
345, this
347, it
348, it
353, API
355,ignorance
357, this
359, workaround
361, it
362, I
363, I
365, hmm
366, it
367,hack
368,mistake
369, This
370, overhaul
371, #ifdefs
373, This
376, counter
377, This
378, page
379,mistake
380,division
383, that
384, thing
385, Jason
386,mistake
387, it
388,problem
389, it
393, it
394, I
396, exeption
397, This
398, code
400,it
401, That
403, It
404, it
405, tika
407, 0002
408, fact
412, it
417, This
418, This
420,nasty
421, This
421, WARNING
422, it
423, buttons
427, way
428, solution
429, This
432, What
434, it
435, tag
440, this
441, difference
448, It
449, issue
451, thing
453, it
454, it
455, This
456, bug
458, workaround
459, that
461, This
463, It
466, this
471, this
475, It
476,mistake
477, It
480, that
481,code
481,harm
484, page
485, I
496,mistake
497,bug
499, That
501,Destinations
503, it
506, scripts
508, it
512, NOTHING
520, This
525, pages
527, That
531, This
535, MemoryIndex
538,me
544, That
545,bug
550, bug
552, warnings
553,mistake
557, I
561, that
564, it
565,something
566, It
568,ignorance
570, 
572, I
573,script
578, it
581, It
583, I
588,connection
589, it
593, >
595, file
596, bug
600,block
601,any
602, this
602, rev
603,kinda
605, I
606,bug
609,trick
610, it
617,shame
618, it
622, it
624, What
626, What
627, I
635, This
637, Some
638, process
643, That
644, This
650,error
651,me
652, zones
658, ant
660, site
660, documentation
663, I
665, it
666, testprogramm
668, I
672,bug
674,bug
677, memory
679,refusal
684, This
685, it
686, code
689,mistake
695, patch
697, That
699, Those
702, it
704, issue
708, what
710, color
718,bug
719, submodules
722, that
723, It
