9,rule
33,i
41,bug
46,mojo
53,sed
59,way
67,bug
70,maven
71,error
72,design
74,thing
83,copy/paste
85,ie
105,attempt
110,npe
113,encapsulation
114,i
117,bug
119,intellij
129,time
130,idea
130,array
135,explorer
145,new_searcher
145,first_searcher
145,new_searcher
145,first_searcher
155,mistake
158,i
158,i
161,resolution
186,mistake
186,mistake
194,people
197,commentary
198,hacks
201,model
202,object
204,thing
212,death
216,drivers
219,bug
220,effect
225,issue
229,regression
230,identifier
231,issue
236,issue
238,system
241,thing
242,workaround
245,methods
248,thing
253,invalid target
254,idea
256,problem
261,transcoder
262,bug
264,error
265,i
266,xsl
267,bug
270,kiddie
272,hack
273,buffer
276,hat
277,performance
277,performance
277,performance
277,performance
279,check
280,mistake
284,hack
284,workaround
285,issue
286,space
293,error
296,exceptions
296,orm
302,thing
308,experience
310,invalid target
310,invalid target
310,invalid target
310,invalid target
310,invalid target
310,invalid target
313,problems
314,bug
315,check
317,piece
321,way
322,part
323,hack
327,implementation
330,mistake
334,invalid target
334,invalid target
336,oversight
337,exception
338,rule
340,bug
344,bug
346,java
350,idea
351,jira
354,change
356,@lob
356,people
356,people
367,hack
368,i
373,sry
374,proposal
379,catch
380,invalid target
381,git
386,mistake
388,problem
391,mapping
392,bug
406,configuration
407,patch
409,functionality
413,messages
414,typo
416,tool
419,minus_one
421,restriction
424,english
425,flickering
426,issue
429,bug
430,invalid target
433,effect
433,effect
433,effect
433,effect
439,workaround
440,way
442,requirement
443,component
445,bug
446,situation
460,invalid target
465,work
468,proposal
469,editors
471,way
476,mistake
477,error
482,issues
488,users
491,pages
491,pages
492,lists
493,components
494,results
495,problem
496,mistake
497,bug
500,time
503,burden
504,time
505,idea
511,workaround
513,number
515,mistake
516,situation
517,question
518,imo
518,imo
522,people
524,characters
528,person
529,way
530,suggestion
534,values
536,serveraddresstoserverinfo
538,eclipse
539,drain
540,api
543,solution
549,code
551,reply
553,mistake
558,documentation
560,stuff
561,block
563,typo
564,mistake
574,invalid target
576,output
582,copypaste
582,contructor
582,copypaste
582,contructor
585,luck
585,line
587,ss
589,hack
590,typos
592,fix
599,favor
601,reason
602,tag
606,bug
607,exception
608,provider
608,provider
609,partitioner
612,patch
613,place
614,i
616,mistake
620,behavior
625,log
629,something
639,support
639,support
641,patch
643,mistake
647,questions
648,typos
650,error
651,choice
653,resources
654,mistake
657,book
657,thing
657,book
657,thing
658,dependency
659,errors
664,solution
667,atm
668,i
668,invalid target
669,code
670,member
671,cast
672,bug
673,practice
674,bug
676,m2eclipse
677,problems
680,exception
683,number
686,jmstemplate102
688,invalid target
689,mistake
691,structure
693,hack
694,azz
696,thing
698,svn
700,setaccessibletrue
701,mistake
703,book
703,thing
703,book
703,thing
705,mistake
705,synapse
708,bytes
711,typo
713,icons
715,servers
716,code
717,cast
718,piece
720,issue
