9,rule
26,invalid target
26,sigh
29,nothing
33,name
41,bug
52,maven
53,sed
59,way
67,bug
70,maven
71,error
72,design
74,thing
83,work
85,ie
105,attempt
110,npe
113,encapsulation
114,i
117,bug
123,dyslexia
129,time
130,idea
130,array
135,explorer
141,bit
145,=
145,=
145,=
145,=
145,=
145,=
145,=
145,=
155,mistake
158,invalid target
161,resolution
170,attitude
172,thanks
186,mistake
186,mistake
192,theres
193,values
194,people
197,commentary
198,hacks
201,model
202,object
204,thing
212,death
216,drivers
219,bug
220,effect
225,issue
229,regression
230,identifier
231,issue
236,issue
238,system
241,thing
242,workaround
245,methods
248,thing
253,invalid target
254,maven
254,idea
256,problem
259,thing
261,transcoder
262,bug
264,error
265,invalid target
266,invalid target
267,bug
270,invalid target
272,hack
273,bugs
276,hat
277,performance
277,performance
277,performance
277,performance
279,check
280,mistake
284,hack
284,workaround
285,issue
286,space
